AttributeNameCN,AttributeNameEN,AutoReformedEnName
每股收益EPS(TTM),eps_ttm,EpsTtM
市盈率PE(TTM-剔除负值),val_pe_nonnegative,ValPeNonNegative
市盈率PE(TTM-中位数),val_pe_median,ValPeMedian
投入资本回报率ROIC(TTM),roic_ttm2,RoiCTtM2
息税前利润(TTM反推法),ebit_ttm2,EbItTtM2
投入资本回报率(TTM)_GSD,roic_ttm3,RoiCTtM3
息税前利润(TTM反推法)_GSD,ebit_ttm3,EbItTtM3
息税前利润(TTM-只有最新数据),ebit_ttm,EbItTtM
(废弃)投入资本回报率(TTM),roic_ttm,RoiCTtM
区间最高PE(TTM),val_pettm_high,ValPetTmHigh
区间最低PE(TTM),val_pettm_low,ValPetTmLow
区间平均PE(TTM),val_pettm_avg,ValPetTmAvg
区间最高PS(TTM),val_psttm_high,ValPstTmHigh
区间最低PS(TTM),val_psttm_low,ValPstTmLow
区间平均PS(TTM),val_psttm_avg,ValPstTmAvg
投入资本回报率(TTM),roic2_ttm,RoiC2TtM
EBIT(TTM),ebit2_ttm,EbIt2TtM
投入资本回报率ROIC(TTM)_GSD,roic2_ttm2,RoiC2TtM2
EBIT(TTM)_GSD,ebit2_ttm3,EbIt2TtM3
市盈率PE(TTM-加权),val_pe_ttmwgt,ValPeTtMwGt
发布方市盈率PE(TTM),val_pe_ttm_issuer,ValPeTtMIssuer
市销率PS(TTM-加权),val_ps_ttmwgt,ValPsTtMwGt
EBITDA(TTM反推法),ebitda_ttm,EbItDaTtM
EBITDA(TTM反推法)_GSD,ebitda_ttm3,EbItDaTtM3
资本报酬率(TTM)_PIT,fa_roc_ttm,FaRocTtM
权益回报率(TTM)_PIT,fa_roe_ttm,FaRoeTtM
市现率PCF(经营现金流TTM),pcf_ocf_ttm,PcfOCFTtM
市现率PCF(现金净流量TTM),pcf_ncf_ttm,PcfNCfTtM
EBITDA(TTM),ebitda2_ttm,EbItDa2TtM
EBITDA(TTM)_GSD,ebitda2_ttm2,EbItDa2TtM2
投入资本回报率(TTM)_PIT,fa_roic_ttm,FaRoiCTtM
EBIT(TTM)_PIT,fa_ebit_ttm,FaEbItTtM
现金净流量(TTM)_PIT,fa_cashflow_ttm,FaCashFlowTtM
现金净流量(TTM),cashflow_ttm2,CashFlowTtM2
现金净流量(TTM)_GSD,cashflow_ttm3,CashFlowTtM3
EBITDA(TTM)_PIT,fa_ebitda_ttm,FaEbItDaTtM
市现率PCF(经营现金流TTM-加权),val_pcf_ocfttmwgt,ValPcfOcFtTMwGt
营收市值比(TTM)_PIT,val_ortomv_ttm,ValOrToMvTtM
销售商品提供劳务收到的现金(TTM),salescashin_ttm2,SalesCashInttM2
股利保障倍数(TTM)_PIT,fa_divcover_ttm,FaDivCoverTtM
投入资本回报率ROIC(TTM)_PIT,fa_roicebit_ttm,FaRoiCebitTtM
销售税金率(TTM)_PIT,fa_taxratio_ttm,FaTaxRatioTtM
销售商品提供劳务收到的现金(TTM-只有最新数据),salescashin_ttm,SalesCashInttM
扣非后每股收益(TTM),eps_deducted_ttm,EpsDeductedTtM
息税前利润(TTM反推法)_PIT,fa_ebitunver_ttm,FaEbItUnVerTtM
销售商品提供劳务收到的现金(TTM)_PIT,fa_salescash_ttm,FaSalesCashTtM
期间费用(TTM)_GSD,periodexpense_ttm,PeriodExpenseTtM
贝里比率(TTM)_PIT,fa_berryratio_ttm,FaBerryRatioTtM
收益市值比(TTM)_PIT,fa_profittomv_ttm,FaProfitToMvTtM
期间费用(TTM)_PIT,fa_perexpense_ttm,FaPerExpenseTtM
投资活动现金净流量(TTM),investcashflow_ttm2,InvestCashFlowTtM2
投资活动现金净流量(TTM)_GSD,investcashflow_ttm3,InvestCashFlowTtM3
EBITDA(TTM反推法)_PIT,fa_ebitdainver_ttm,FaEbItDaInverTtM
投资活动现金净流量(TTM-只有最新数据),investcashflow_ttm,InvestCashFlowTtM
经营活动现金净流量(TTM)_PIT,fa_operactcashflow_ttm,FaOperaCtCashFlowTtM
期间费用(TTM),periodexpense_t_ttm,PeriodExpenseTTtM
利息费用(TTM),interestexpense_ttm,InterestExpenseTtM
经营活动现金净流量(TTM),operatecashflow_ttm2,OperateCashFlowTtM2
筹资活动现金净流量(TTM),financecashflow_ttm2,FinanceCashFlowTtM2
经营活动现金净流量(TTM)_GSD,operatecashflow_ttm3,OperateCashFlowTtM3
筹资活动现金净流量(TTM)_GSD,financecashflow_ttm3,FinanceCashFlowTtM3
现金转换周期(TTM)_PIT,fa_cashcnvcycle_ttm,FaCashCNvCycleTtM
筹资活动现金净流量(TTM-只有最新数据),financecashflow_ttm,FinanceCashFlowTtM
资金现金回收率(TTM)_PIT,fa_cashrecovratio_ttm,FaCashRecovRatioTtM
投资活动现金净流量(TTM)_PIT,fa_inveactcashflow_ttm,FaInveActCashFlowTtM
筹资活动现金净流量(TTM)_PIT,fa_finaactcashflow_ttm,FaFinaActCashFlowTtM
每股EBITDA,ebitdaps,EbItDapS
已获利息倍数(EBIT/利息费用),ebittointerest,EbItToInterest
EBITDA/利息费用,ebitdatointerest,EbItDatoInterest
EBIT(反推法),ebit,EbIt
EBITDA(反推法),ebitda,EbItDa
EBIT,ebit2,EbIt2
EBITDA,ebitda2,EbItDa2
EBITDA(公布值)_GSD,is_ebitda_ard,IsEbItDaArd
利息保障倍数_PIT,fa_ebittointerest,FaEbItToInterest
全部债务/EBITDA,tltoebitda,TlToeBitDa
已获利息倍数(EBIT/利息费用)_GSD,wgsd_ebittointerest,WgsDEbItToInterest
息税前利润_GSD,wgsd_ebit3,WgsDEbIt3
息税折旧摊销前利润_GSD,wgsd_ebitda2,WgsDEbItDa2
EBIT(反推法)_GSD,wgsd_ebit,WgsDEbIt
EBITDA(反推法)_GSD,wgsd_ebitda,WgsDEbItDa
企业倍数(EV2/EBITDA),ev2_to_ebitda,Ev2ToEbItDa
预测息税前利润(EBIT)平均值,est_avgebit,EstAvGebIt
预测息税前利润(EBIT)最大值,est_maxebit,EstMaxEbIt
预测息税前利润(EBIT)最小值,est_minebit,EstMineBit
预测息税前利润(EBIT)标准差,est_stdebit,EstStDebit
预测息税折旧摊销前利润(EBITDA)平均值,est_avgebitda,EstAvGebItDa
预测息税折旧摊销前利润(EBITDA)最大值,est_maxebitda,EstMaxEbItDa
预测息税折旧摊销前利润(EBITDA)最小值,est_minebitda,EstMineBitDa
预测息税折旧摊销前利润(EBITDA)标准差,est_stdebitda,EstStDebitDa
预测息税前利润(EBIT)平均值(币种转换),est_avgebit1,EstAvGebIt1
预测息税前利润(EBIT)最大值(币种转换),est_maxebit1,EstMaxEbIt1
预测息税前利润(EBIT)最小值(币种转换),est_minebit1,EstMineBit1
预测息税前利润(EBIT)标准差(币种转换),est_stdebit1,EstStDebit1
预测息税折旧摊销前利润(EBITDA)平均值(币种转换),est_avgebitda1,EstAvGebItDa1
预测息税折旧摊销前利润(EBITDA)最大值(币种转换),est_maxebitda1,EstMaxEbItDa1
预测息税折旧摊销前利润(EBITDA)最小值(币种转换),est_minebitda1,EstMineBitDa1
预测息税折旧摊销前利润(EBITDA)标准差(币种转换),est_stdebitda1,EstStDebitDa1
企业倍数2(EV2/EBITDA),val_evtoebitda2,ValEvToeBitDa2
一致预测息税前利润(FY1),west_avgebit_FY1,WestAvGebItFy1
一致预测息税前利润(FY2),west_avgebit_FY2,WestAvGebItFy2
一致预测息税前利润(FY3),west_avgebit_FY3,WestAvGebItFy3
一致预测息税折旧摊销前利润(FY1),west_avgebitda_FY1,WestAvGebItDaFy1
一致预测息税折旧摊销前利润(FY2),west_avgebitda_FY2,WestAvGebItDaFy2
一致预测息税折旧摊销前利润(FY3),west_avgebitda_FY3,WestAvGebItDaFy3
预测息税前利润(EBIT)平均值(可选类型),west_avgebit,WestAvGebIt
预测息税前利润(EBIT)最大值(可选类型),west_maxebit,WestMaxEbIt
预测息税前利润(EBIT)最小值(可选类型),west_minebit,WestMineBit
预测息税前利润(EBIT)标准差(可选类型),west_stdebit,WestStDebit
预测息税折旧摊销前利润(EBITDA)平均值(可选类型),west_avgebitda,WestAvGebItDa
预测息税折旧摊销前利润(EBITDA)最大值(可选类型),west_maxebitda,WestMaxEbItDa
预测息税折旧摊销前利润(EBITDA)最小值(可选类型),west_minebitda,WestMineBitDa
预测息税折旧摊销前利润(EBITDA)标准差(可选类型),west_stdebitda,WestStDebitDa
预测息税前利润(EBIT)平均值(可选类型-币种转换),west_avgebit1,WestAvGebIt1
预测息税前利润(EBIT)最大值(可选类型-币种转换),west_maxebit1,WestMaxEbIt1
预测息税前利润(EBIT)最小值(可选类型-币种转换),west_minebit1,WestMineBit1
预测息税前利润(EBIT)标准差(可选类型-币种转换),west_stdebit1,WestStDebit1
预测息税折旧摊销前利润(EBITDA)平均值(可选类型-币种转换),west_avgebitda1,WestAvGebItDa1
预测息税折旧摊销前利润(EBITDA)最大值(可选类型-币种转换),west_maxebitda1,WestMaxEbItDa1
预测息税折旧摊销前利润(EBITDA)最小值(可选类型-币种转换),west_minebitda1,WestMineBitDa1
预测息税折旧摊销前利润(EBITDA)标准差(可选类型-币种转换),west_stdebitda1,WestStDebitDa1
预测息税前利润(EBIT)中值,est_medianebit,EstMedianEbIt
预测息税折旧摊销前利润(EBITDA)中值,est_medianebitda,EstMedianEbItDa
预测息税前利润(EBIT)中值(币种转换),est_medianebit1,EstMedianEbIt1
预测息税折旧摊销前利润(EBITDA)中值(币种转换),est_medianebitda1,EstMedianEbItDa1
预测息税前利润(EBIT)中值(可选类型),west_medianebit,WestMedianEbIt
预测息税折旧摊销前利润(EBITDA)中值(可选类型),west_medianebitda,WestMedianEbItDa
预测息税前利润(EBIT)中值(可选类型-币种转换),west_medianebit1,WestMedianEbIt1
预测息税折旧摊销前利润(EBITDA)中值(可选类型-币种转换),west_medianebitda1,WestMedianEbItDa1
梅斯线_PIT,tech_mass,TechMass
对数市值_PIT,val_lnmv,ValLnMv
每股股利_PIT,fa_dps,FaDps
账面杠杆_PIT,fa_blev,FaBLev
市场杠杆_PIT,fa_mlev,FaMLev
股东权益_PIT,fa_totequity,FaToTEquity
股价偏度_PIT,tech_skewness,TechSkewNess
下跌波动_PIT,tech_ddnsr,TechDDnsR
多空指数_PIT,tech_bbi,TechBbi
多头力道_PIT,tech_bullpower,TechBullPower
空头力道_PIT,tech_bearpower,TechBearPower
佳庆指标_PIT,tech_chaikin,TechCHaikIn
阿隆指标_PIT,tech_aroon,TechAroOn
估波指标_PIT,tech_coppockcurve,TechCoppockCurve
终极指标_PIT,tech_uos,TechUOs
折旧和摊销_PIT,fa_da,FaDa
5日乖离率_PIT,tech_bias5,TechBias5
能量潮指标_PIT,tech_obv,TechObV
心理线指标_PIT,tech_psy,TechPsy
累积/派发线_PIT,tech_ad,TechAd
均线价格比_PIT,tech_ma10close,TechMa10Close
波幅中位数_PIT,tech_dhilo,TechDHilo
加权市净率_PIT,val_pb_wgt,ValPbWGt
对数市值立方_PIT,val_nlsize,ValNlSize
现金流市值比_PIT,fa_ctop,FaCTop
息前税后利润_PIT,fa_ebiat,FaEbIAt
6日变动速率_PIT,tech_roc6,TechRoc6
下轨线(布林线)_PIT,tech_bolldown,TechBollDown
上轨线(布林线)_PIT,tech_bollup,TechBollUp
10日乖离率_PIT,tech_bias10,TechBias10
20日乖离率_PIT,tech_bias20,TechBias20
60日乖离率_PIT,tech_bias60,TechBias60
5日顺势指标_PIT,tech_cci5,TechCci5
相对离散指数_PIT,tech_rvi,TechRvi
相对强弱指标_PIT,tech_rsi,TechRsi
资金流量指标_PIT,tech_mfi,TechMfi
AR人气指标_PIT,tech_ar,TechAr
CR能量指标_PIT,tech_cr20,TechCr20
市场能量指标_PIT,tech_cyf,TechCyF
市场强弱指标_PIT,tech_cry,TechCry
艾达透视指标_PIT,tech_elder,TechElder
6日均幅指标_PIT,tech_ATR6,TechATr6
5日移动均线_PIT,tech_MA5,TechMa5
佳庆离散指标_PIT,tech_chaikinvol,TechCHaikInvol
Ulcer5_PIT,tech_ulcer5,TechUlcer5
阶段强势指标_PIT,tech_jdqs20,TechJdQs20
阿隆向上指标_PIT,tech_aroonup,TechAroOnUp
阿隆向下指标_PIT,tech_aroondown,TechAroOnDown
20日收益方差_PIT,risk_variance20,RiskVariance20
60日收益方差_PIT,risk_variance60,RiskVariance60
20日损失方差_PIT,risk_lossvariance20,RiskLossVariance20
60日损失方差_PIT,risk_lossvariance60,RiskLossVariance60
12月累计收益_PIT,risk_cumreturn12m,RiskCumReturn12M
20日变动速率_PIT,tech_roc20,TechRoc20
异同离差乖离率_PIT,tech_dbcd,TechDBcd
10日顺势指标_PIT,tech_cci10,TechCci10
20日顺势指标_PIT,tech_cci20,TechCci20
88日顺势指标_PIT,tech_cci88,TechCci88
收益相对金额比_PIT,tech_illiquidity,TechIlLiquidity
动态买卖气指标_PIT,tech_adtm,TechADtm
6日能量潮指标_PIT,tech_obv6,TechObV6
20日资金流量_PIT,tech_moneyflow20,TechMoneyFlow20
12月相对强势_PIT,tech_rstr12,TechRStr12
24月相对强势_PIT,tech_rstr24,TechRStr24
14日均幅指标_PIT,tech_ATR14,TechATr14
10日移动均线_PIT,tech_MA10,TechMa10
20日移动均线_PIT,tech_MA20,TechMa20
60日移动均线_PIT,tech_MA60,TechMa60
Ulcer10_PIT,tech_ulcer10,TechUlcer10
市盈率PE(TTM)_PIT,pe_ttm,PeTtM
市销率PS(TTM)_PIT,ps_ttm,PsTtM
股息率(近12个月)_PIT,dividendyield2,DividendYield2
120日收益方差_PIT,risk_variance120,RiskVariance120
20日正收益方差_PIT,risk_gainvariance20,RiskGainVariance20
60日正收益方差_PIT,risk_gainvariance60,RiskGainVariance60
120日损失方差_PIT,risk_lossvariance120,RiskLossVariance120
钱德动量摆动指标_PIT,tech_cmo,TechCmO
随机指标KDJ_K_PIT,tech_kdj_k,TechKDjK
随机指标KDJ_D_PIT,tech_kdj_d,TechKDjD
随机指标KDJ_J_PIT,tech_kdj_j,TechKDjJ
20日能量潮指标_PIT,tech_obv20,TechObV20
市场促进指数指标_PIT,tech_mktfaciind,TechMktFacIInD
12日变化率指数_PIT,tech_RC12,TechRc12
24日变化率指数_PIT,tech_RC24,TechRc24
6日收集派发指标_PIT,tech_ad6,TechAd6
6日简易波动指标_PIT,tech_emv6,TechEmV6
120日移动均线_PIT,tech_MA120,TechMa120
5日指数移动均线_PIT,tech_EMA5,TechEma5
方向标准离差指数_PIT,tech_DDI,TechDDi
绝对偏差移动平均_PIT,tech_apbma,TechAPbMa
累计振动升降指标_PIT,tech_asi,TechAsI
市值/企业自由现金流_PIT,val_mvtofcff,ValMvTOfCff
120日正收益方差_PIT,risk_gainvariance120,RiskGainVariance120
5年平均权益回报率_PIT,fa_roeavg5y,FaRoeAvg5Y
过去5日的价格动量_PIT,tech_revs5,TechRevs5
过去1年的价格动量_PIT,tech_revs250,TechRevs250
过去3年的价格动量_PIT,tech_revs750,TechRevs750
6日量变动速率指标_PIT,tech_vroc6,TechVRoc6
20日收集派发指标_PIT,tech_ad20,TechAd20
14日简易波动指标_PIT,tech_emv14,TechEmV14
10日指数移动均线_PIT,tech_EMA10,TechEma10
12日指数移动均线_PIT,tech_EMA12,TechEma12
20日指数移动均线_PIT,tech_EMA20,TechEma20
26日指数移动均线_PIT,tech_EMA26,TechEma26
60日指数移动均线_PIT,tech_EMA60,TechEma60
平滑异同移动平均线_PIT,tech_macd,TechMacD
算术平均滚动市盈率_PIT,val_pe_avg,ValPeAvg
每股收益EPS(TTM)_PIT,eps_ttm,EpsTtM
市盈率PE行业相对值_PIT,val_peindu_sw,ValPeInDuSw
市净率PB行业相对值_PIT,val_pbindu_sw,ValPbInDuSw
市销率PS行业相对值_PIT,val_psindu_sw,ValPsInDuSw
账面市值比行业相对值_PIT,val_btopindu_sw,ValBTopInDuSw
20日收益损失方差比_PIT,risk_glvarianceratio20,RiskGlVarianceRatio20
60日收益损失方差比_PIT,risk_glvarianceRatio60,RiskGlVarianceRatio60
个股收益的20日峰度_PIT,risk_kurtosis20,RiskKurtOsIs20
个股收益的60日峰度_PIT,risk_kurtosis60,RiskKurtOsIs60
过去10日的价格动量_PIT,tech_revs10,TechRevs10
过去20日的价格动量_PIT,tech_revs20,TechRevs20
过去3个月的价格动量_PIT,tech_revs60,TechRevs60
过去6个月的价格动量_PIT,tech_revs120,TechRevs120
CMO的中间因子SD_PIT,tech_chandesd,TechChAndesD
CMO的中间因子SU_PIT,tech_chandesu,TechChanDesu
6日成交金额的标准差_PIT,tech_tvstd6,TechTvsTd6
12日量变动速率指标_PIT,tech_vroc12,TechVRoc12
120日指数移动均线_PIT,tech_EMA120,TechEma120
市现率PCF行业相对值_PIT,val_pcfindu_sw,ValPcfInDuSw
120日收益损失方差比_PIT,risk_glvarianceRatio120,RiskGlVarianceRatio120
个股收益的120日峰度_PIT,risk_kurtosis120,RiskKurtOsIs120
归属于母公司的股东权益_PIT,fa_equity,FaEquity
过去5日收益率/行业均值_PIT,tech_revs5indu1,TechRevs5InDu1
20日成交金额的标准差_PIT,tech_tvstd20,TechTvsTd20
DDI的中间因子DIZ_PIT,tech_DIZ,TechDiz
DDI的中间因子DIF_PIT,tech_DIF,TechDIf
5日三重指数移动平均线_PIT,tech_tema5,TechTemA5
过去1个月收益率/行业均值_PIT,tech_revs20indu1,TechRevs20InDu1
ADTM的中间因子SBM_PIT,tech_sbm,TechSBm
ADTM的中间因子STM_PIT,tech_stm,TechStm
6日成交金额的移动平均值_PIT,tech_tvma6,TechTvMa6
MACD的中间因子DEA_PIT,tech_dea,TechDeA
10日三重指数移动平均线_PIT,tech_tema10,TechTemA10
所属申万一级行业的PE均值_PIT,val_avgpe_sw,ValAvgPeSw
所属申万一级行业的PB均值_PIT,val_avgpb_sw,ValAvgPbSw
所属申万一级行业的PS均值_PIT,val_avgps_sw,ValAvGpsSw
30日120日回报方差比率_PIT,risk_revsvarratio,RiskRevsVarRatio
20日成交金额的移动平均值_PIT,tech_tvma20,TechTvMa20
MACD的中间因子DIFF_PIT,tech_diff,TechDiff
与过去52 周股价最高点差距_PIT,tech_chgmax,TechChgMax
归属母公司股东的股东权益(LF)_PIT,equity_new,EquityNew
市盈率PE/过去一年PE的均值_PIT,val_petohist250,ValPeToHist250
市现率PCF(经营现金流TTM)_PIT,pcf_ocf_ttm,PcfOCFTtM
市现率PCF(现金净流量TTM)_PIT,pcf_ncf_ttm,PcfNCfTtM
所属申万一级行业的PCF均值_PIT,val_avgpcf_sw,ValAvgPcfSw
所属申万一级行业的PE标准差_PIT,val_stdpe_sw,ValStdPeSw
所属申万一级行业的PB标准差_PIT,val_stdpb_sw,ValStdPbSw
所属申万一级行业的PS标准差_PIT,val_stdps_sw,ValStDpsSw
一致预测每股收益(FY1)标准差_PIT,west_stdeps_fy1,WestStdEpsFy1
过去1个月的日收益率的最大值_PIT,tech_revs1mmax,TechRevs1MMax
当前股价/过去1个月股价均值-1_PIT,tech_price1m,TechPrice1M
当前股价/过去3个月股价均值-1_PIT,tech_price3m,TechPrice3M
当前股价/过去1年的股价均值-1_PIT,tech_price1y,TechPrice1Y
12M收益率的120D变化率_PIT,tech_revs12m6m,TechRevs12M6M
VMACD的中间变量VDEA_PIT,tech_vdea,TechVDeA
上涨的股票占指数成份股的比例_PIT,tech_uppct,TechUpPct
下跌的股票占指数成份股的比例_PIT,tech_downpct,TechDownPct
涨停的股票占指数成份股的比例_PIT,tech_limituppct,TechLimitUpPct
跌停的股票占指数成份股的比例_PIT,tech_limitdownpct,TechLimitDownPct
市盈率PE/过去一个月PE的均值_PIT,val_petohist20,ValPeToHist20
市盈率PE/过去三个月PE的均值_PIT,val_petohist60,ValPeToHist60
市盈率PE/过去六个月PE的均值_PIT,val_petohist120,ValPeToHist120
所属申万一级行业的PCF标准差_PIT,val_stdpcf_sw,ValStdPcfSw
VMACD的中间变量VDIFF_PIT,tech_vdiff,TechVDiff
威廉变异离散量(WVAD)6日均值_PIT,tech_mawvad,TechMawVAd
市盈率PE(TTM-扣除非经常性损益)_PIT,val_pe_deducted_ttm,ValPeDeductedTtM
一致预测每股收益(FY1)变化率_1M_PIT,west_eps_fy1_1m,WestEpsFy11M
一致预测每股收益(FY1)变化率_3M_PIT,west_eps_fy1_3m,WestEpsFy13M
一致预测每股收益(FY1)变化率_6M_PIT,west_eps_fy1_6m,WestEpsFy16M
一致预测每股收益(FY1)的变化_1M_PIT,west_eps_fy1_chg_1m,WestEpsFy1Chg1M
一致预测每股收益(FY1)的变化_3M_PIT,west_eps_fy1_chg_3m,WestEpsFy1Chg3M
一致预测每股收益(FY1)的变化_6M_PIT,west_eps_fy1_chg_6m,WestEpsFy1Chg6M
过去6个月的动量-过去1个月的动量_PIT,tech_revs6m20,TechRevs6M20
过去12个月的动量-过去1个月的动量_PIT,tech_revs12m20,TechRevs12M20
所属申万一级行业的账面市值比行业均值_PIT,val_avgbtomv_sw,ValAvgBToMvSw
1-过去一个月收益率排名/股票总数的比值_PIT,tech_rank1m,TechRank1M
所属申万一级行业的账面市值比行业标准差_PIT,val_stdbtomv_sw,ValStDbToMvSw
过去5日的价格动量-过去1个月的价格动量_PIT,tech_revs5m20,TechRevs5M20
过去5日的价格动量-过去3个月的价格动量_PIT,tech_revs5m60,TechRevs5M60
过去1个月交易量/过去3个月的平均交易量_PIT,tech_volume1m60,TechVolume1M60
与过去1 个月、3个月、6 个月、12 个月股价平均涨幅_PIT,tech_chg_avg,TechChgAvg
当前交易量/过去1个月日均交易量*过去一个月的收益率_PIT,tech_volumn1m,TechVolUmN1M
第N名持有人持有份额,fund_holder_holding,FundHolderHolding
第N名持有人持有份额(上市公告),fund_holder_holdinglisting,FundHolderHoldingListing
第N名持有人类别(货币),fund_holder_namemmf,FundHolderNameMmF
第N名持有人持有份额(货币),fund_holder_holdingmmf,FundHolderHoldingMmF
是否FOF基金,fund_foffundornot,FundFOfFundOrNot
Wind产品类型,fund_prodtype_wind,FundProdTypeWind
关联ETFWind代码,fund_etfwindcode,FundEtFWindCode
ETF关联联接基金代码,fund_etf_feedercode,FundEtFFeederCode
ETF网上现金认购起始日,fund_networkcashbuystartdate,FundNetworkCashBuyStartDate
ETF网上现金认购截止日,fund_networkcashbuyenddate,FundNetworkCashBuyEnddate
ETF网上现金认购份额下限,fund_networkcashbuysharedownlimit,FundNetworkCashBuyShareDownLimit
ETF网上现金认购份额上限,fund_networkcashbuyshareuplimit,FundNetworkCashBuyShareUpLimit
ETF网下现金认购起始日,fund_offnetworkbuystartdate,FundOffNetworkBuyStartDate
ETF网下现金认购截止日,fund_offnetworkbuyenddate,FundOffNetworkBuyEnddate
ETF网下现金认购份额下限,fund_offnetworkcashbuysharedownlimit,FundOffNetworkCashBuyShareDownLimit
ETF网下股票认购起始日,fund_offnetworkstockbuystartdate,FundOffNetworkStockBuyStartDate
ETF网下股票认购截止日,fund_offnetworkstockbuyenddate,FundOffNetworkStockBuyEnddate
ETF网下股票认购份额下限,fund_offnetworkstockbuysharedownlimit,FundOffNetworkStockBuyShareDownLimit
ETF申购赎回现金差额,fund_etfpr_cashbalance,FundEtFPrCashBalance
ETF申购赎回最小申购赎回单位,fund_etfpr_minnav,FundEtFPrMinnaV
ETF申购赎回预估现金部分,fund_etfpr_estcash,FundEtFPrEstCash
ETF申购赎回现金替代比例上限(%),fund_etfpr_cashratio,FundEtFPrCashRatio
ETF申赎清单申购上限,fund_etfpr_maxpurchase,FundEtFPrMaxPurchase
ETF申赎清单赎回上限,fund_etfpr_minredemption,FundEtFPrMinRedemption
银行理财风险等级(Wind),fund_lcrisklevelwind,FundLcRiskLevelWind
未交税金_FUND,stm_bs_127,StmBs127
应付收益_FUND,stm_bs_30,StmBs30
实收基金_FUND,stm_bs_34,StmBs34
收入合计_FUND,stm_is_10,StmIs10
股利收益_FUND,stm_is_4,StmIs4
汇兑收入_FUND,stm_is_77,StmIs77
费用合计_FUND,stm_is_22,StmIs22
交易费用_FUND,stm_is_73,StmIs73
审计费用_FUND,stm_is_19,StmIs19
应收申购款_FUND,stm_bs_14,StmBs14
应付赎回款_FUND,stm_bs_26,StmBs26
基金管理费_FUND,stm_is_11,StmIs11
客户维护费_FUND,stm_is_74,StmIs74
基金托管费_FUND,stm_is_12,StmIs12
应付交易费用_FUND,stm_bs_24,StmBs24
衍生工具收益_FUND,stm_is_29,StmIs29
应收证券清算款_FUND,stm_bs_10,StmBs10
卖出回购证券款_FUND,stm_bs_28,StmBs28
应付证券清算款_FUND,stm_bs_22,StmBs22
应付基金管理费_FUND,stm_bs_20,StmBs20
应付基金托管费_FUND,stm_bs_21,StmBs21
应付销售服务费_FUND,stm_bs_153,StmBs153
持有人权益合计_FUND,stm_bs_38,StmBs38
基金销售服务费_FUND,stm_is_16,StmIs16
重仓基金Wind代码,prt_topfundwindcode,PrtTopFundWindCode
ETF一级市场基金代码,issue_firstmarketfundcode,IssueFirstMarketFundCode
国家/地区投资市值(QDII),prt_qdii_countryregioninvestment,PrtQdIiCountryRegionInvestment
ETF网上现金发售代码,issue_onlinecashofferingsymbol,IssueOnlineCashOfferingSymbol
ETF申购赎回简称,fund_purchaseandredemptionabbreviation,FundPurchaseAndRedemptionAbbreviation
ETF上市交易份额,issue_etfdealshareonmarket,IssueEtFDealShareOnMarket
Wind代码,windcode,WindCode
指数分类(Wind),windtype,WindType
Wind债券一级分类,windl1type,WindL1Type
Wind债券二级分类,windl2type,WindL2Type
同公司可转债Wind代码,cbwindcode,CbWindCode
所属Wind行业名称,industry_gics,IndustryGicS
所属Wind行业代码,industry_gicscode,IndustryGicSCode
Wind自定义代码,prewindcode,PreWindCode
同公司GDRWind代码,gdrwindcode,GdrWindCode
证券曾用Wind代码,precode,PreCode
同公司港股Wind代码,hsharecode,HshAreCode
同公司A股Wind代码,asharewindcode,AShareWindCode
同公司B股Wind代码,bsharewindcode,BShareWindCode
同公司美股Wind代码,ussharewindcode,UsShareWindCode
Wind3年评级,rating_wind3y,RatingWind3Y
Wind5年评级,rating_wind5y,RatingWind5Y
(停止)Wind1年评级,rating_wind1y,RatingWind1Y
(停止)Wind2年评级,rating_wind2y,RatingWind2Y
重仓行业投资市值(Wind全球行业),prt_topgicsindustryvalue,PrtTopGicSIndustryValue
基础证券Wind代码,underlyingwindcode2,UnderlyingWindCode2
所属Wind行业指数代码,indexcode_wind,IndexCodeWind
所属Wind行业指数代码(港股),indexcode_wind_hk,IndexCodeWindHk
所属Wind主题行业指数代码,indexcode_windthematic,IndexCodeWindThematic
标的Wind代码,underlyingwindcode,UnderlyingWindCode
Wind ESG评级,esg_rating_wind,EsGRatingWind
重仓债券Wind代码,prt_topbondwindcode,PrtTopBondWindCode
重仓股股票Wind代码,prt_topstockwindcode,PrtTopStockWindCode
ESG管理实践得分,esg_mgmtscore_wind,EsGMGmtScoreWind
ESG争议事件得分,esg_eventscore_wind,EsGEventScoreWind
所属Wind主题行业名称,thematicindustry_wind,ThematicIndustryWind
重仓行业投资市值(Wind),prt_topindustryvalue_wind,PrtTopIndustryValueWind
价格算到期收益率(BC1),calc_yield,CalcYield
每股经营现金净流量_GSD,wgsd_ocfps,WgsDOcFps
每股派息_GSD,wgsd_dps,WgsDDps
每股收益-最新股本摊薄_GSD,wgsd_eps_adjust2,WgsDEpsAdjust2
每股收益-期末股本摊薄_GSD,wgsd_eps_diluted3,WgsDEpsDiluted3
投入资本回报率_GSD,wgsd_roic,WgsDRoiC
投入资本回报率(年化)_GSD,wgsd_roic_yearly,WgsDRoiCYearly
投入资本回报率ROIC_GSD,wgsd_roic1,WgsDRoiC1
权益性投资_GSD,wgsd_invest_eq,WgsDInvestEq
可供出售投资_GSD,wgsd_invest_afs,WgsDInvestAFs
抵押担保证券_GSD,wgsd_sec_colla,WgsDSecColla
